shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
SHP_P2P_UBE_002,14.5093,121.0182,1,0.0
SHP_P2P_UBE_002,14.4947,120.9925,2,3.208
SHP_P2P_UBE_003,14.5093,121.0182,1,0.0
SHP_P2P_UBE_003,14.5376,121.0003,2,3.69
SHP_P2P_UBE_004,14.5093,121.0182,1,0.0
SHP_P2P_UBE_004,14.5791,120.9834,2,8.618
SHP_P2P_UBE_005,14.5093,121.0182,1,0.0
SHP_P2P_UBE_005,14.6194,121.0533,2,12.812
SHP_P2P_UBE_006,14.5093,121.0182,1,0.0
SHP_P2P_UBE_006,14.4102,120.938,2,14.0
SHP_P2P_UBE_007,14.5093,121.0182,1,0.0
SHP_P2P_UBE_007,14.4225,121.0272,2,9.7
SHP_P2P_UBE_007,14.271,121.1031,3,28.426
SHP_P2P_DNS_001,14.649,121.0447,1,0.0
SHP_P2P_DNS_001,14.5876,121.0567,2,6.948
SHP_P2P_DNS_001,14.5491,121.0175,3,12.959
SHP_P2P_DNS_002,14.6404,121.114,1,0.0
SHP_P2P_DNS_002,14.6458,121.0934,2,2.296
SHP_P2P_DNS_002,14.5876,121.0567,3,9.877
SHP_P2P_DNS_002,14.5491,121.0175,4,15.888
SHP_P2P_MEX_001,14.5261,121.0804,1,0.0
SHP_P2P_MEX_001,14.542,121.0422,2,4.476
SHP_P2P_MEX_001,14.54,121.028,3,6.02
SHP_P2P_MEX_002,14.5261,121.0804,1,0.0
SHP_P2P_MEX_002,14.5818,121.0487,2,7.071
SHP_P2P_MEX_003,14.435,120.975,1,0.0
SHP_P2P_MEX_003,14.4225,121.0272,2,5.791
SHP_P2P_MEX_003,14.4301,121.0379,3,7.22
SHP_P2P_MEX_004,14.435,120.975,1,0.0
SHP_P2P_MEX_004,14.4551,120.9637,2,2.545
SHP_P2P_MEX_004,14.4947,120.9925,3,7.93
SHP_P2P_MEX_004,14.54,121.028,4,14.253
SHP_P2P_SRT_001,14.2117,121.1565,1,0.0
SHP_P2P_SRT_001,14.4225,121.0272,2,27.267
SHP_P2P_SRT_001,14.5491,121.0175,3,41.383
SHP_P2P_SRT_002,14.2117,121.1565,1,0.0
SHP_P2P_SRT_002,14.4225,121.0272,2,27.267
SHP_P2P_SRT_002,14.5484,121.0546,3,41.574
SHP_P2P_SRT_003,14.2117,121.1565,1,0.0
SHP_P2P_SRT_003,14.4225,121.0272,2,27.267
SHP_P2P_SRT_003,14.4947,120.9925,3,36.122
SHP_P2P_SRT_003,14.593,120.9727,4,47.259
SHP_P2P_ML_001,14.33,120.95,1,0.0
SHP_P2P_ML_001,14.4551,120.9637,2,13.989
SHP_P2P_ML_001,14.4947,120.9925,3,19.374
SHP_P2P_ML_001,14.6194,121.0533,4,34.707
SHP_P2P_ML_002,14.4225,121.0272,1,0.0
SHP_P2P_ML_002,14.542,121.0422,2,13.386
SHP_P2P_ML_002,14.6194,121.0533,3,22.075
SHP_P2P_PG_001,14.6522,121.0328,1,0.0
SHP_P2P_PG_001,14.699,120.962,2,9.224
SHP_P2P_PG_001,14.7996,120.9219,3,21.212
SHP_P2P_COMET_001,14.7188,121.0584,1,0.0
SHP_P2P_COMET_001,14.6522,121.0328,2,7.901
SHP_P2P_COMET_001,14.5876,121.0567,3,15.531
SHP_P2P_COMET_001,14.5876,121.0517,4,16.069
SHP_P2P_COMET_002,14.5093,120.997,1,0.0
SHP_P2P_COMET_002,14.4947,120.9925,2,1.694
SHP_P2P_COMET_002,14.5491,121.0478,3,10.181
SHP_P2P_COMET_002,14.5491,121.031,4,11.989
SHP_P2P_ALPS_001,13.953,121.17,1,0.0
SHP_P2P_ALPS_001,14.299,121.06,2,40.26
SHP_P2P_ALPS_001,14.5484,121.0546,3,67.999
SHP_P2P_ALPS_001,14.5876,121.0517,4,72.369
SHP_P2P_GEN_001,14.6194,121.0533,1,0.0
SHP_P2P_GEN_001,14.6522,121.0328,2,4.262
SHP_P2P_GEN_001,14.699,120.962,3,13.486
SHP_P2P_GEN_001,15.1858,120.56,4,82.734
SHP_P2P_NDL_001,14.4225,121.0272,1,0.0
SHP_P2P_NDL_001,14.4947,120.9925,2,8.855
SHP_P2P_NDL_001,14.5376,121.0003,3,13.699
SHP_P2P_NDL_001,14.593,120.9727,4,20.538
SHP_P2P_SAT_001,14.4498,120.98,1,0.0
SHP_P2P_SAT_001,14.5376,121.0003,2,10.005
SHP_P2P_SAT_001,14.5491,121.031,3,13.548
SHP_UVE_N08,14.6154,120.9902,1,0.0
SHP_UVE_N08,14.6066,121.0001,2,1.446
SHP_UVE_N08,14.5876,121.0567,3,7.893
SHP_UVE_N08,14.5491,121.0478,4,12.28
SHP_UVE_N25,14.48,121.03,1,0.0
SHP_UVE_N25,14.5376,121.0003,2,7.158
SHP_UVE_N25,14.5491,121.0478,3,12.428
SHP_UVE_N52,14.473,121.0357,1,0.0
SHP_UVE_N52,14.5071,121.0396,2,3.815
SHP_UVE_N52,14.5713,120.9913,3,12.646
SHP_UVE_N52,14.593,120.9727,4,15.781
SHP_UVE_N55,14.6522,121.0328,1,0.0
SHP_UVE_N55,14.7188,121.0584,2,7.901
SHP_UVE_N64,14.5766,121.0836,1,0.0
SHP_UVE_N64,14.5876,121.0567,2,3.143
SHP_UVE_N64,14.5818,121.0487,3,4.218
SHP_UVE_N69,14.5876,121.0517,1,0.0
SHP_UVE_N69,14.5988,121.0319,2,2.468
SHP_UVE_N69,14.5974,120.9817,3,7.872
SHP_UVE_N72,14.6194,121.0433,1,0.0
SHP_UVE_N72,14.6498,121.0466,2,3.399
SHP_UVE_N72,14.6194,121.0533,3,6.855
SHP_UVE_C65,14.9167,120.7667,1,0.0
SHP_UVE_C65,14.85,120.81,2,8.756
SHP_UVE_C65,14.7996,120.9219,3,22.026
SHP_UVE_C65,14.699,120.962,4,34.014
SHP_UVE_C65,14.6441,121.0399,5,44.382
SHP_UVE_C66,14.6289,121.1148,1,0.0
SHP_UVE_C66,14.6458,121.0934,2,2.972
SHP_UVE_C66,14.6194,121.0533,3,8.19
SHP_UVE_C67,14.6194,121.0533,1,0.0
SHP_UVE_C67,14.6458,121.0934,2,5.218
SHP_UVE_C67,14.6289,121.1148,3,8.19
SHP_UVE_C68,14.578,121.1248,1,0.0
SHP_UVE_C68,14.5876,121.0567,2,7.406
SHP_UVE_C68,14.5818,121.0487,3,8.481
SHP_UVE_C69,14.4225,121.0272,1,0.0
SHP_UVE_C69,14.42,120.94,2,9.395
SHP_UVE_CAL_01,14.693,120.9742,1,0.0
SHP_UVE_CAL_01,14.6491,120.9671,2,4.941
SHP_UVE_CAL_01,14.6561,120.984,3,6.919
SHP_UVE_CAL_01,14.6522,121.0328,4,12.186
SHP_UVE_CAL_02,14.693,120.9742,1,0.0
SHP_UVE_CAL_02,14.6491,120.9671,2,4.941
SHP_UVE_CAL_02,14.6173,120.99,3,9.251
SHP_UVE_CAL_03,14.7211,121.0585,1,0.0
SHP_UVE_CAL_03,14.6561,120.984,2,10.791
SHP_UVE_CAL_03,14.6522,121.0328,3,16.059
SHP_UVE_FV_01,14.7188,121.0584,1,0.0
SHP_UVE_FV_01,14.7188,121.0584,2,0.0
SHP_UVE_FV_01,14.6522,121.0328,3,7.901
SHP_UVE_FV_01,14.5605,121.035,4,18.1
SHP_UVE_FV_02,14.7188,121.0584,1,0.0
SHP_UVE_FV_02,14.7188,121.0584,2,0.0
SHP_UVE_FV_02,14.6522,121.0328,3,7.901
SHP_UVE_FV_02,14.5974,120.9817,4,16.108
SHP_UVE_FV_02,14.5791,120.9834,5,18.151
SHP_UVE_LAG_QC_01,14.729,121.042,1,0.0
SHP_UVE_LAG_QC_01,14.6897,121.0226,2,4.843
SHP_UVE_LAG_QC_01,14.5974,120.9817,3,16.009
SHP_UVE_LAG_QC_02,14.729,121.042,1,0.0
SHP_UVE_LAG_QC_02,14.6522,121.0328,2,8.597
SHP_UVE_LAG_QC_03,14.729,121.042,1,0.0
SHP_UVE_LAG_QC_03,14.6441,121.0399,2,9.443
SHP_UVE_LAG_QC_03,14.5791,120.9834,3,18.888
SHP_UVE_NOV_01,14.738,121.055,1,0.0
SHP_UVE_NOV_01,14.7188,121.0584,2,2.166
SHP_UVE_NOV_01,14.6194,121.0533,3,13.232
SHP_UVE_NOV_02,14.738,121.055,1,0.0
SHP_UVE_NOV_02,14.693,120.9742,2,10.028
SHP_UVE_NOV_02,14.6561,120.984,3,14.264
SHP_UVE_NOV_03,14.7354,121.0497,1,0.0
SHP_UVE_NOV_03,14.7188,121.0584,2,2.069
SHP_UVE_NOV_03,14.6522,121.0328,3,9.97
SHP_UVE_NOV_03,14.5618,120.994,4,20.855
SHP_UVE_NOV_04,14.7354,121.0497,1,0.0
SHP_UVE_NOV_04,14.6522,121.0328,2,9.428
SHP_UVE_NOV_04,14.5605,121.035,3,19.628
SHP_UVE_NOV_04,14.5518,120.9974,4,23.788
SHP_UVE_NOV_05,14.712,121.034,1,0.0
SHP_UVE_NOV_05,14.6522,121.0328,2,6.651
SHP_UVE_NOV_06,14.651,121.032,1,0.0
SHP_UVE_NOV_06,14.6522,121.0328,2,0.159
SHP_UVE_NOV_06,14.7188,121.0584,3,8.06
SHP_UVE_NOV_06,14.7354,121.0497,4,10.129
SHP_UVE_EGT_01,14.6522,121.0328,1,0.0
SHP_UVE_EGT_01,14.6522,121.0328,2,0.0
SHP_UVE_QC_01,14.6522,121.0328,1,0.0
SHP_UVE_QC_01,14.6441,121.0399,2,1.181
SHP_UVE_QC_01,14.5791,120.9834,3,10.625
SHP_UVE_QC_02,14.6697,121.0321,1,0.0
SHP_UVE_QC_02,14.6441,121.0399,2,2.968
SHP_UVE_QC_02,14.5791,120.9834,3,12.412
SHP_UVE_QC_03,14.6194,121.0533,1,0.0
SHP_UVE_QC_03,14.5876,121.0567,2,3.555
SHP_UVE_QC_03,14.5605,121.035,3,7.367
SHP_UVE_QC_04,14.6194,121.0533,1,0.0
SHP_UVE_QC_04,14.729,121.1267,2,14.521
SHP_UVE_QC_05,14.6764,121.0136,1,0.0
SHP_UVE_QC_05,14.6522,121.0328,2,3.392
SHP_UVE_MAL_01,14.6624,120.9556,1,0.0
SHP_UVE_MAL_01,14.6561,120.984,2,3.134
SHP_UVE_MAL_01,14.5491,121.0478,3,16.871
SHP_UVE_MAL_02,14.6624,120.9556,1,0.0
SHP_UVE_MAL_02,14.6561,120.984,2,3.134
SHP_UVE_MAL_02,14.6194,121.0533,3,11.634
SHP_UVE_VAL_01,14.699,120.9611,1,0.0
SHP_UVE_VAL_01,14.699,120.9611,2,0.0
SHP_UVE_VAL_01,14.6561,120.984,3,5.369
SHP_UVE_VAL_01,14.6522,121.0328,4,10.636
SHP_UVE_MAR_01,14.656,121.0893,1,0.0
SHP_UVE_MAR_01,14.653,121.1024,2,1.448
SHP_UVE_MAR_01,14.5819,121.0851,3,9.57
SHP_UVE_MAR_01,14.6194,121.0533,4,14.964
SHP_UVE_MAR_02,14.658,121.098,1,0.0
SHP_UVE_MAR_02,14.653,121.1024,2,0.73
SHP_UVE_MAR_02,14.6893,121.0645,3,6.467
SHP_UVE_MAR_03,14.634,121.115,1,0.0
SHP_UVE_MAR_03,14.653,121.1024,2,2.51
SHP_UVE_MAR_03,14.5491,121.0478,3,15.471
SHP_UVE_MAR_04,14.634,121.115,1,0.0
SHP_UVE_MAR_04,14.653,121.1024,2,2.51
SHP_UVE_MAR_04,14.5876,121.0567,3,11.289
SHP_UVE_MAR_05,14.653,121.1024,1,0.0
SHP_UVE_MAR_05,14.5819,121.0851,2,8.122
SHP_UVE_MAR_05,14.5876,121.0517,3,11.772
SHP_UVE_MAR_06,14.6194,121.0533,1,0.0
SHP_UVE_MAR_06,14.5819,121.0851,2,5.394
SHP_UVE_MAR_06,14.633,121.108,3,11.587
SHP_UVE_PAT_01,14.5441,121.0793,1,0.0
SHP_UVE_PAT_01,14.5766,121.0836,2,3.643
SHP_UVE_PAT_01,14.5876,121.0567,3,6.786
SHP_UVE_PAT_01,14.5791,120.9834,4,14.73
SHP_UVE_PAS_01,14.5714,121.0966,1,0.0
SHP_UVE_PAS_01,14.5876,121.0517,2,5.157
SHP_UVE_PAS_02,14.5766,121.0836,1,0.0
SHP_UVE_PAS_02,14.5876,121.0567,2,3.143
SHP_UVE_PAS_02,14.5491,121.0478,3,7.529
SHP_UVE_PAS_03,14.609,121.08,1,0.0
SHP_UVE_PAS_03,14.5876,121.0567,2,3.457
SHP_UVE_PAS_03,14.5876,121.0517,3,3.995
SHP_UVE_PAS_04,14.5714,121.0966,1,0.0
SHP_UVE_PAS_04,14.5581,121.0635,2,3.857
SHP_UVE_PAS_04,14.5421,121.0577,3,5.743
SHP_UVE_PAS_05,14.496,121.008,1,0.0
SHP_UVE_PAS_05,14.4947,120.9925,2,1.675
SHP_UVE_PAS_05,14.5876,121.0567,3,14.103
SHP_UVE_PAS_06,14.5275,121.1522,1,0.0
SHP_UVE_PAS_06,14.4675,121.1882,2,7.716
SHP_UVE_PAS_06,14.556,121.1323,3,19.25
SHP_UVE_PAS_06,14.5876,121.0567,4,28.113
SHP_UVE_PAS_06,14.5876,121.0517,5,28.651
SHP_UVE_MAK_01,14.531,121.0535,1,0.0
SHP_UVE_MAK_01,14.5484,121.0546,2,1.938
SHP_UVE_MAK_01,14.5876,121.0567,3,6.303
SHP_UVE_MAK_01,14.5876,121.0517,4,6.841
SHP_UVE_MAK_02,14.524,121.07,1,0.0
SHP_UVE_MAK_02,14.5491,121.0478,2,3.674
SHP_UVE_MAK_03,14.5491,121.0478,1,0.0
SHP_UVE_MAK_03,14.6066,121.0001,2,8.199
SHP_UVE_MAK_03,14.6154,120.9902,3,9.646
SHP_UVE_TAG_01,14.5071,121.0396,1,0.0
SHP_UVE_TAG_01,14.5491,121.0478,2,4.753
SHP_UVE_TAG_01,14.5491,121.0175,3,8.014
SHP_UVE_TAG_02,14.475,121.085,1,0.0
SHP_UVE_TAG_02,14.5484,121.0546,2,8.793
SHP_UVE_TAG_02,14.542,121.0422,3,10.306
SHP_UVE_TAG_02,14.5537,121.0299,4,12.162
SHP_UVE_TAG_03,14.4985,121.0252,1,0.0
SHP_UVE_TAG_03,14.542,121.0422,2,5.172
SHP_UVE_TAG_03,14.5537,121.0299,3,7.028
SHP_UVE_TAG_04,14.5484,121.0546,1,0.0
SHP_UVE_TAG_04,14.5714,121.0966,2,5.194
SHP_UVE_TAG_05,14.5484,121.0546,1,0.0
SHP_UVE_TAG_05,14.5581,121.0635,2,1.443
SHP_UVE_TAG_05,14.5714,121.0966,3,5.3
SHP_UVE_TAG_06,14.5484,121.0546,1,0.0
SHP_UVE_TAG_06,14.542,121.0422,2,1.513
SHP_UVE_TAG_06,14.5347,120.9834,3,7.893
SHP_UVE_TAG_07,14.4985,121.0252,1,0.0
SHP_UVE_TAG_07,14.5491,121.0478,2,6.13
SHP_UVE_TAG_08,14.4885,121.021,1,0.0
SHP_UVE_TAG_08,14.5484,121.0546,2,7.579
SHP_UVE_TAG_08,14.5491,121.0175,3,11.573
SHP_UVE_LP_01,14.4498,120.98,1,0.0
SHP_UVE_LP_01,14.5376,121.0003,2,10.005
SHP_UVE_LP_01,14.593,120.9727,3,16.843
SHP_UVE_LP_02,14.4498,120.98,1,0.0
SHP_UVE_LP_02,14.5376,121.0003,2,10.005
SHP_UVE_LP_02,14.5974,120.9817,3,16.949
SHP_UVE_LP_03,14.4575,120.9975,1,0.0
SHP_UVE_LP_03,14.4498,120.98,2,2.07
SHP_UVE_LP_03,14.4947,120.9925,3,7.241
SHP_UVE_LP_03,14.5347,120.9834,4,11.795
SHP_UVE_LP_03,14.5491,121.0478,5,18.909
SHP_UVE_LP_04,14.4575,120.9975,1,0.0
SHP_UVE_LP_04,14.438,120.995,2,2.185
SHP_UVE_LP_04,14.5491,121.0478,3,15.784
SHP_UVE_LP_05,14.449,121.005,1,0.0
SHP_UVE_LP_05,14.4498,120.98,2,2.693
SHP_UVE_LP_05,14.438,120.995,3,4.774
SHP_UVE_LP_05,14.5491,121.0478,4,18.373
SHP_UVE_LP_06,14.462,121.023,1,0.0
SHP_UVE_LP_06,14.4947,120.9925,2,4.899
SHP_UVE_LP_06,14.5376,121.0003,3,9.743
SHP_UVE_LP_06,14.5491,121.0478,4,15.013
SHP_UVE_LP_07,14.4498,120.98,1,0.0
SHP_UVE_LP_07,14.4225,121.0272,2,5.92
SHP_UVE_LP_07,14.5537,121.0299,3,20.512
SHP_UVE_ALB_01,14.5339,120.998,1,0.0
SHP_UVE_ALB_01,14.5347,120.9834,2,1.574
SHP_UVE_ALB_01,14.4947,120.9925,3,6.128
SHP_UVE_ALB_01,14.4225,121.0272,4,14.983
SHP_UVE_ALB_02,14.4301,121.0379,1,0.0
SHP_UVE_ALB_02,14.4225,121.0272,2,1.429
SHP_UVE_ALB_02,14.4947,120.9925,3,10.284
SHP_UVE_ALB_02,14.5347,120.9834,4,14.838
SHP_UVE_ALB_03,14.4225,121.0272,1,0.0
SHP_UVE_ALB_03,14.4301,121.0379,2,1.429
SHP_UVE_ALB_03,14.4947,120.9925,3,10.118
SHP_UVE_CAV_01,14.42,120.94,1,0.0
SHP_UVE_CAV_01,14.4551,120.9637,2,4.663
SHP_UVE_CAV_01,14.4947,120.9925,3,10.049
SHP_UVE_CAV_01,14.5491,121.0478,4,18.536
SHP_UVE_CAV_02,14.4102,120.938,1,0.0
SHP_UVE_CAV_02,14.42,120.94,2,1.111
SHP_UVE_CAV_02,14.4551,120.9637,3,5.774
SHP_UVE_CAV_02,14.5491,121.0175,4,17.724
SHP_UVE_CAV_03,14.4354,120.9724,1,0.0
SHP_UVE_CAV_03,14.438,120.995,2,2.451
SHP_UVE_CAV_03,14.5491,121.0478,3,16.05
SHP_UVE_CAV_04,14.4354,120.9724,1,0.0
SHP_UVE_CAV_04,14.435,120.975,2,0.283
SHP_UVE_CAV_04,14.4225,121.0272,3,6.074
SHP_UVE_CAV_05,14.31,120.935,1,0.0
SHP_UVE_CAV_05,14.42,120.94,2,12.243
SHP_UVE_CAV_05,14.4551,120.9637,3,16.907
SHP_UVE_CAV_05,14.5491,121.0478,4,30.735
SHP_UVE_CAV_06,14.345,120.96,1,0.0
SHP_UVE_CAV_06,14.42,120.94,2,8.613
SHP_UVE_CAV_06,14.4947,120.9925,3,18.661
SHP_UVE_CAV_06,14.593,120.9727,4,29.797
SHP_UVE_CAV_07,14.4285,120.8861,1,0.0
SHP_UVE_CAV_07,14.42,120.94,2,5.881
SHP_UVE_CAV_07,14.5491,121.0478,3,24.341
SHP_UVE_CAV_08,14.5376,121.0003,1,0.0
SHP_UVE_CAV_08,14.42,120.94,2,14.599
SHP_UVE_CAV_08,14.33,120.95,3,24.665
SHP_UVE_CAV_09,14.5376,121.0003,1,0.0
SHP_UVE_CAV_09,14.42,120.94,2,14.599
SHP_UVE_CAV_09,14.4551,120.9637,3,19.263
SHP_UVE_CAV_10,14.5376,121.0003,1,0.0
SHP_UVE_CAV_10,14.42,120.94,2,14.599
SHP_UVE_CAV_10,14.2822,120.8627,3,32.039
SHP_UVE_CAV_11,14.5347,120.9834,1,0.0
SHP_UVE_CAV_11,14.4947,120.9925,2,4.554
SHP_UVE_CAV_11,14.42,120.94,3,14.602
SHP_UVE_CAV_12,14.5376,121.0003,1,0.0
SHP_UVE_CAV_12,14.42,120.94,2,14.599
SHP_UVE_CAV_12,14.32,121.0,3,27.461
SHP_UVE_RIZ_01,14.6289,121.1148,1,0.0
SHP_UVE_RIZ_01,14.6458,121.0934,2,2.972
SHP_UVE_RIZ_01,14.5819,121.0851,3,10.133
SHP_UVE_RIZ_01,14.5491,121.0478,4,15.557
SHP_UVE_RIZ_02,14.6289,121.1148,1,0.0
SHP_UVE_RIZ_02,14.6289,121.1148,2,0.0
SHP_UVE_RIZ_02,14.5581,121.0635,3,9.615
SHP_UVE_RIZ_02,14.5491,121.0478,4,11.579
SHP_UVE_RIZ_03,14.6289,121.1148,1,0.0
SHP_UVE_RIZ_03,14.6458,121.0934,2,2.972
SHP_UVE_RIZ_03,14.5876,121.0567,3,10.553
SHP_UVE_RIZ_03,14.5876,121.0517,4,11.091
SHP_UVE_RIZ_04,14.6289,121.1148,1,0.0
SHP_UVE_RIZ_04,14.6458,121.0934,2,2.972
SHP_UVE_RIZ_04,14.5818,121.0487,3,11.561
SHP_UVE_RIZ_05,14.6289,121.1148,1,0.0
SHP_UVE_RIZ_05,14.6289,121.1148,2,0.0
SHP_UVE_RIZ_05,14.5876,121.0567,3,7.757
SHP_UVE_RIZ_05,14.5818,121.0487,4,8.833
SHP_UVE_RIZ_06,14.6289,121.1148,1,0.0
SHP_UVE_RIZ_06,14.6289,121.1148,2,0.0
SHP_UVE_RIZ_06,14.5581,121.0635,3,9.615
SHP_UVE_RIZ_06,14.5491,121.0478,4,11.579
SHP_UVE_RIZ_07,14.556,121.1323,1,0.0
SHP_UVE_RIZ_07,14.5876,121.0567,2,8.862
SHP_UVE_RIZ_07,14.5818,121.0487,3,9.938
SHP_UVE_RIZ_08,14.57,121.099,1,0.0
SHP_UVE_RIZ_08,14.5876,121.0567,2,4.955
SHP_UVE_RIZ_08,14.5491,121.0478,3,9.342
SHP_UVE_RIZ_09,14.4675,121.1882,1,0.0
SHP_UVE_RIZ_09,14.5275,121.1522,2,7.716
SHP_UVE_RIZ_09,14.556,121.1323,3,11.541
SHP_UVE_RIZ_09,14.5876,121.0567,4,20.403
SHP_UVE_RIZ_09,14.5876,121.0517,5,20.941
SHP_UVE_RIZ_10,14.4675,121.1882,1,0.0
SHP_UVE_RIZ_10,14.556,121.1323,2,11.535
SHP_UVE_RIZ_10,14.5876,121.0567,3,20.397
SHP_UVE_RIZ_10,14.5818,121.0487,4,21.473
SHP_UVE_RIZ_11,14.4675,121.1882,1,0.0
SHP_UVE_RIZ_11,14.653,121.1024,2,22.599
SHP_UVE_RIZ_11,14.6458,121.0934,3,23.856
SHP_UVE_RIZ_12,14.4816,121.2303,1,0.0
SHP_UVE_RIZ_12,14.4675,121.1882,2,4.796
SHP_UVE_RIZ_12,14.556,121.1323,3,16.331
SHP_UVE_RIZ_12,14.5876,121.0567,4,25.193
SHP_UVE_RIZ_12,14.5818,121.0487,5,26.269
SHP_UVE_RIZ_13,14.729,121.1267,1,0.0
SHP_UVE_RIZ_13,14.6194,121.0533,2,14.521
SHP_UVE_RIZ_14,14.5,121.287,1,0.0
SHP_UVE_RIZ_14,14.556,121.1323,2,17.778
SHP_UVE_RIZ_14,14.5876,121.0567,3,26.64
SHP_UVE_RIZ_14,14.5818,121.0487,4,27.716
SHP_UVE_RIZ_15,14.3196,121.3036,1,0.0
SHP_UVE_RIZ_15,14.5,121.287,2,20.139
SHP_UVE_RIZ_15,14.556,121.1323,3,37.917
SHP_UVE_RIZ_15,14.5876,121.0567,4,46.779
SHP_UVE_RIZ_15,14.5876,121.0517,5,47.317
SHP_UVE_RIZ_16,14.5275,121.1522,1,0.0
SHP_UVE_RIZ_16,14.556,121.1323,2,3.825
SHP_UVE_RIZ_16,14.5818,121.0487,3,13.268
SHP_UVE_RIZ_17,14.729,121.1267,1,0.0
SHP_UVE_RIZ_17,14.578,121.1248,2,16.792
SHP_UVE_RIZ_17,14.578,121.1248,3,16.792
SHP_UVE_BUL_01,14.736,121.0025,1,0.0
SHP_UVE_BUL_01,14.699,120.962,2,5.992
SHP_UVE_BUL_01,14.6522,121.0328,3,15.215
SHP_UVE_BUL_02,14.736,121.0025,1,0.0
SHP_UVE_BUL_02,14.699,120.962,2,5.992
SHP_UVE_BUL_02,14.6522,121.0328,3,15.215
SHP_UVE_BUL_03,14.736,121.0025,1,0.0
SHP_UVE_BUL_03,14.699,120.962,2,5.992
SHP_UVE_BUL_03,14.6441,121.0399,3,16.359
SHP_UVE_BUL_04,14.7595,120.9213,1,0.0
SHP_UVE_BUL_04,14.699,120.962,2,8.026
SHP_UVE_BUL_04,14.6522,121.0328,3,17.25
SHP_UVE_BUL_05,14.7575,120.9574,1,0.0
SHP_UVE_BUL_05,14.699,120.962,2,6.524
SHP_UVE_BUL_05,14.6522,121.0328,3,15.748
SHP_UVE_BUL_06,14.7575,120.9574,1,0.0
SHP_UVE_BUL_06,14.699,120.962,2,6.524
SHP_UVE_BUL_06,14.6522,121.0328,3,15.748
SHP_UVE_BUL_06,14.6441,121.0399,4,16.929
SHP_UVE_BUL_07,14.731,121.02,1,0.0
SHP_UVE_BUL_07,14.736,121.0025,2,1.962
SHP_UVE_BUL_07,14.6522,121.0328,3,11.834
SHP_UVE_BUL_08,14.736,121.0025,1,0.0
SHP_UVE_BUL_08,14.699,120.962,2,5.992
SHP_UVE_BUL_08,14.6522,121.0328,3,15.215
SHP_UVE_BUL_09,14.776,120.915,1,0.0
SHP_UVE_BUL_09,14.7996,120.9219,2,2.727
SHP_UVE_BUL_09,14.699,120.962,3,14.716
SHP_UVE_BUL_09,14.6522,121.0328,4,23.939
SHP_UVE_BUL_10,14.814,120.905,1,0.0
SHP_UVE_BUL_10,14.7996,120.9219,2,2.422
SHP_UVE_BUL_10,14.699,120.962,3,14.41
SHP_UVE_BUL_10,14.6561,120.984,4,19.735
SHP_UVE_BUL_11,14.736,121.0025,1,0.0
SHP_UVE_BUL_11,14.699,120.962,2,5.992
SHP_UVE_BUL_11,14.6173,120.99,3,15.562
SHP_UVE_BUL_11,14.5989,120.9851,4,17.675
SHP_UVE_BUL_12,14.85,120.81,1,0.0
SHP_UVE_BUL_12,14.7996,120.9219,2,13.27
SHP_UVE_BUL_12,14.699,120.962,3,25.259
SHP_UVE_BUL_12,14.6441,121.0399,4,35.626
SHP_UVE_BUL_13,14.8706,120.8862,1,0.0
SHP_UVE_BUL_13,14.7996,120.9219,2,8.778
SHP_UVE_BUL_13,14.699,120.962,3,20.767
SHP_UVE_BUL_13,14.6064,120.9657,4,31.071
SHP_UVE_LAG_PCV,14.299,121.06,1,0.0
SHP_UVE_LAG_PCV,14.4225,121.0272,2,14.18
SHP_UVE_LAG_PCV,14.542,121.0422,3,27.565
SHP_UVE_LAG_PCV,14.5491,121.0478,4,28.559
SHP_UVE_LAG_MAM,14.2476,121.0958,1,0.0
SHP_UVE_LAG_MAM,14.4225,121.0272,2,20.805
SHP_UVE_LAG_MAM,14.4301,121.0379,3,22.234
SHP_UVE_LAG_BAL,14.271,121.1031,1,0.0
SHP_UVE_LAG_BAL,14.4225,121.0272,2,18.725
SHP_UVE_LAG_BAL,14.4498,120.98,3,24.646
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.5339,120.998,1,0.0
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.5376,121.0003,2,0.48
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.5605,121.035,3,5.0
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.5876,121.0567,4,8.813
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.6194,121.0533,5,12.368
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.6522,121.0328,6,16.63
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_EDSA,14.7188,121.0584,7,24.531
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_QUIAPO,14.5339,120.998,1,0.0
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_QUIAPO,14.5376,121.0003,2,0.48
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_QUIAPO,14.5974,120.9817,3,7.424
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_QUIAPO,14.6173,120.99,4,9.811
SHP_CITY_MMBC_BACLARAN_FAIRVIEW_QUIAPO,14.6561,120.984,5,14.173
