trip_id,start_time,end_time,headway_secs,exact_times
CITY-MALTC-SANMATEO-BACLARAN_T1_OB,06:00:00,09:00:00,480,0
CITY-MALTC-SANMATEO-BACLARAN_T1_OB,09:00:00,17:00:00,900,0
CITY-MALTC-SANMATEO-BACLARAN_T1_OB,17:00:00,20:00:00,480,0
CITY-MALTC-SANMATEO-BACLARAN_T1_OB,20:00:00,22:00:00,1200,0
LOVE-1_T1_OB,06:00:00,09:00:00,480,0
LOVE-1_T1_OB,09:00:00,17:00:00,900,0
LOVE-1_T1_OB,17:00:00,20:00:00,480,0
LOVE-1_T1_OB,20:00:00,22:00:00,1200,0
LOVE-2_T1_OB,06:00:00,09:00:00,480,0
LOVE-2_T1_OB,09:00:00,17:00:00,900,0
LOVE-2_T1_OB,17:00:00,20:00:00,480,0
LOVE-2_T1_OB,20:00:00,22:00:00,1200,0
UVE-N08_T1_OB,06:00:00,09:00:00,300,0
UVE-N08_T1_OB,09:00:00,17:00:00,600,0
UVE-N08_T1_OB,17:00:00,20:00:00,300,0
UVE-N08_T1_OB,20:00:00,22:00:00,900,0
UVE-N25_T1_OB,06:00:00,09:00:00,300,0
UVE-N25_T1_OB,09:00:00,17:00:00,600,0
UVE-N25_T1_OB,17:00:00,20:00:00,300,0
UVE-N25_T1_OB,20:00:00,22:00:00,900,0
UVE-N52_T1_OB,06:00:00,09:00:00,300,0
UVE-N52_T1_OB,09:00:00,17:00:00,600,0
UVE-N52_T1_OB,17:00:00,20:00:00,300,0
UVE-N52_T1_OB,20:00:00,22:00:00,900,0
UVE-N55_T1_OB,06:00:00,09:00:00,300,0
UVE-N55_T1_OB,09:00:00,17:00:00,600,0
UVE-N55_T1_OB,17:00:00,20:00:00,300,0
UVE-N55_T1_OB,20:00:00,22:00:00,900,0
UVE-N64_T1_OB,06:00:00,09:00:00,300,0
UVE-N64_T1_OB,09:00:00,17:00:00,600,0
UVE-N64_T1_OB,17:00:00,20:00:00,300,0
UVE-N64_T1_OB,20:00:00,22:00:00,900,0
UVE-N69_T1_OB,06:00:00,09:00:00,300,0
UVE-N69_T1_OB,09:00:00,17:00:00,600,0
UVE-N69_T1_OB,17:00:00,20:00:00,300,0
UVE-N69_T1_OB,20:00:00,22:00:00,900,0
UVE-N72_T1_OB,06:00:00,09:00:00,300,0
UVE-N72_T1_OB,09:00:00,17:00:00,600,0
UVE-N72_T1_OB,17:00:00,20:00:00,300,0
UVE-N72_T1_OB,20:00:00,22:00:00,900,0
UVE-C65_T1_OB,06:00:00,09:00:00,300,0
UVE-C65_T1_OB,09:00:00,17:00:00,600,0
UVE-C65_T1_OB,17:00:00,20:00:00,300,0
UVE-C65_T1_OB,20:00:00,22:00:00,900,0
UVE-C66_T1_OB,06:00:00,09:00:00,300,0
UVE-C66_T1_OB,09:00:00,17:00:00,600,0
UVE-C66_T1_OB,17:00:00,20:00:00,300,0
UVE-C66_T1_OB,20:00:00,22:00:00,900,0
UVE-C67_T1_OB,06:00:00,09:00:00,300,0
UVE-C67_T1_OB,09:00:00,17:00:00,600,0
UVE-C67_T1_OB,17:00:00,20:00:00,300,0
UVE-C67_T1_OB,20:00:00,22:00:00,900,0
UVE-C68_T1_OB,06:00:00,09:00:00,300,0
UVE-C68_T1_OB,09:00:00,17:00:00,600,0
UVE-C68_T1_OB,17:00:00,20:00:00,300,0
UVE-C68_T1_OB,20:00:00,22:00:00,900,0
UVE-C69_T1_OB,06:00:00,09:00:00,300,0
UVE-C69_T1_OB,09:00:00,17:00:00,600,0
UVE-C69_T1_OB,17:00:00,20:00:00,300,0
UVE-C69_T1_OB,20:00:00,22:00:00,900,0
UVE-CAL-01_T1_OB,06:00:00,09:00:00,300,0
UVE-CAL-01_T1_OB,09:00:00,17:00:00,600,0
UVE-CAL-01_T1_OB,17:00:00,20:00:00,300,0
UVE-CAL-01_T1_OB,20:00:00,22:00:00,900,0
UVE-CAL-02_T1_OB,06:00:00,09:00:00,300,0
UVE-CAL-02_T1_OB,09:00:00,17:00:00,600,0
UVE-CAL-02_T1_OB,17:00:00,20:00:00,300,0
UVE-CAL-02_T1_OB,20:00:00,22:00:00,900,0
UVE-CAL-03_T1_OB,06:00:00,09:00:00,300,0
UVE-CAL-03_T1_OB,09:00:00,17:00:00,600,0
UVE-CAL-03_T1_OB,17:00:00,20:00:00,300,0
UVE-CAL-03_T1_OB,20:00:00,22:00:00,900,0
UVE-EGT-01_T1_OB,06:00:00,09:00:00,300,0
UVE-EGT-01_T1_OB,09:00:00,17:00:00,600,0
UVE-EGT-01_T1_OB,17:00:00,20:00:00,300,0
UVE-EGT-01_T1_OB,20:00:00,22:00:00,900,0
UVE-FV-01_T1_OB,06:00:00,09:00:00,300,0
UVE-FV-01_T1_OB,09:00:00,17:00:00,600,0
UVE-FV-01_T1_OB,17:00:00,20:00:00,300,0
UVE-FV-01_T1_OB,20:00:00,22:00:00,900,0
UVE-FV-02_T1_OB,06:00:00,09:00:00,300,0
UVE-FV-02_T1_OB,09:00:00,17:00:00,600,0
UVE-FV-02_T1_OB,17:00:00,20:00:00,300,0
UVE-FV-02_T1_OB,20:00:00,22:00:00,900,0
UVE-LAG-QC-01_T1_OB,06:00:00,09:00:00,300,0
UVE-LAG-QC-01_T1_OB,09:00:00,17:00:00,600,0
UVE-LAG-QC-01_T1_OB,17:00:00,20:00:00,300,0
UVE-LAG-QC-01_T1_OB,20:00:00,22:00:00,900,0
UVE-LAG-QC-02_T1_OB,06:00:00,09:00:00,300,0
UVE-LAG-QC-02_T1_OB,09:00:00,17:00:00,600,0
UVE-LAG-QC-02_T1_OB,17:00:00,20:00:00,300,0
UVE-LAG-QC-02_T1_OB,20:00:00,22:00:00,900,0
UVE-LAG-QC-03_T1_OB,06:00:00,09:00:00,300,0
UVE-LAG-QC-03_T1_OB,09:00:00,17:00:00,600,0
UVE-LAG-QC-03_T1_OB,17:00:00,20:00:00,300,0
UVE-LAG-QC-03_T1_OB,20:00:00,22:00:00,900,0
UVE-NOV-01_T1_OB,06:00:00,09:00:00,300,0
UVE-NOV-01_T1_OB,09:00:00,17:00:00,600,0
UVE-NOV-01_T1_OB,17:00:00,20:00:00,300,0
UVE-NOV-01_T1_OB,20:00:00,22:00:00,900,0
UVE-NOV-02_T1_OB,06:00:00,09:00:00,300,0
UVE-NOV-02_T1_OB,09:00:00,17:00:00,600,0
UVE-NOV-02_T1_OB,17:00:00,20:00:00,300,0
UVE-NOV-02_T1_OB,20:00:00,22:00:00,900,0
UVE-NOV-03_T1_OB,06:00:00,09:00:00,300,0
UVE-NOV-03_T1_OB,09:00:00,17:00:00,600,0
UVE-NOV-03_T1_OB,17:00:00,20:00:00,300,0
UVE-NOV-03_T1_OB,20:00:00,22:00:00,900,0
UVE-NOV-04_T1_OB,06:00:00,09:00:00,300,0
UVE-NOV-04_T1_OB,09:00:00,17:00:00,600,0
UVE-NOV-04_T1_OB,17:00:00,20:00:00,300,0
UVE-NOV-04_T1_OB,20:00:00,22:00:00,900,0
UVE-NOV-05_T1_OB,06:00:00,09:00:00,300,0
UVE-NOV-05_T1_OB,09:00:00,17:00:00,600,0
UVE-NOV-05_T1_OB,17:00:00,20:00:00,300,0
UVE-NOV-05_T1_OB,20:00:00,22:00:00,900,0
UVE-NOV-06_T1_OB,06:00:00,09:00:00,300,0
UVE-NOV-06_T1_OB,09:00:00,17:00:00,600,0
UVE-NOV-06_T1_OB,17:00:00,20:00:00,300,0
UVE-NOV-06_T1_OB,20:00:00,22:00:00,900,0
UVE-QC-01_T1_OB,06:00:00,09:00:00,300,0
UVE-QC-01_T1_OB,09:00:00,17:00:00,600,0
UVE-QC-01_T1_OB,17:00:00,20:00:00,300,0
UVE-QC-01_T1_OB,20:00:00,22:00:00,900,0
UVE-QC-02_T1_OB,06:00:00,09:00:00,300,0
UVE-QC-02_T1_OB,09:00:00,17:00:00,600,0
UVE-QC-02_T1_OB,17:00:00,20:00:00,300,0
UVE-QC-02_T1_OB,20:00:00,22:00:00,900,0
UVE-QC-03_T1_OB,06:00:00,09:00:00,300,0
UVE-QC-03_T1_OB,09:00:00,17:00:00,600,0
UVE-QC-03_T1_OB,17:00:00,20:00:00,300,0
UVE-QC-03_T1_OB,20:00:00,22:00:00,900,0
UVE-QC-04_T1_OB,06:00:00,09:00:00,300,0
UVE-QC-04_T1_OB,09:00:00,17:00:00,600,0
UVE-QC-04_T1_OB,17:00:00,20:00:00,300,0
UVE-QC-04_T1_OB,20:00:00,22:00:00,900,0
UVE-QC-05_T1_OB,06:00:00,09:00:00,300,0
UVE-QC-05_T1_OB,09:00:00,17:00:00,600,0
UVE-QC-05_T1_OB,17:00:00,20:00:00,300,0
UVE-QC-05_T1_OB,20:00:00,22:00:00,900,0
UVE-MAL-01_T1_OB,06:00:00,09:00:00,300,0
UVE-MAL-01_T1_OB,09:00:00,17:00:00,600,0
UVE-MAL-01_T1_OB,17:00:00,20:00:00,300,0
UVE-MAL-01_T1_OB,20:00:00,22:00:00,900,0
UVE-MAL-02_T1_OB,06:00:00,09:00:00,300,0
UVE-MAL-02_T1_OB,09:00:00,17:00:00,600,0
UVE-MAL-02_T1_OB,17:00:00,20:00:00,300,0
UVE-MAL-02_T1_OB,20:00:00,22:00:00,900,0
UVE-VAL-01_T1_OB,06:00:00,09:00:00,300,0
UVE-VAL-01_T1_OB,09:00:00,17:00:00,600,0
UVE-VAL-01_T1_OB,17:00:00,20:00:00,300,0
UVE-VAL-01_T1_OB,20:00:00,22:00:00,900,0
UVE-MAR-01_T1_OB,06:00:00,09:00:00,300,0
UVE-MAR-01_T1_OB,09:00:00,17:00:00,600,0
UVE-MAR-01_T1_OB,17:00:00,20:00:00,300,0
UVE-MAR-01_T1_OB,20:00:00,22:00:00,900,0
UVE-MAR-02_T1_OB,06:00:00,09:00:00,300,0
UVE-MAR-02_T1_OB,09:00:00,17:00:00,600,0
UVE-MAR-02_T1_OB,17:00:00,20:00:00,300,0
UVE-MAR-02_T1_OB,20:00:00,22:00:00,900,0
UVE-MAR-03_T1_OB,06:00:00,09:00:00,300,0
UVE-MAR-03_T1_OB,09:00:00,17:00:00,600,0
UVE-MAR-03_T1_OB,17:00:00,20:00:00,300,0
UVE-MAR-03_T1_OB,20:00:00,22:00:00,900,0
UVE-MAR-04_T1_OB,06:00:00,09:00:00,300,0
UVE-MAR-04_T1_OB,09:00:00,17:00:00,600,0
UVE-MAR-04_T1_OB,17:00:00,20:00:00,300,0
UVE-MAR-04_T1_OB,20:00:00,22:00:00,900,0
UVE-MAR-05_T1_OB,06:00:00,09:00:00,300,0
UVE-MAR-05_T1_OB,09:00:00,17:00:00,600,0
UVE-MAR-05_T1_OB,17:00:00,20:00:00,300,0
UVE-MAR-05_T1_OB,20:00:00,22:00:00,900,0
UVE-MAR-06_T1_OB,06:00:00,09:00:00,300,0
UVE-MAR-06_T1_OB,09:00:00,17:00:00,600,0
UVE-MAR-06_T1_OB,17:00:00,20:00:00,300,0
UVE-MAR-06_T1_OB,20:00:00,22:00:00,900,0
UVE-PAT-01_T1_OB,06:00:00,09:00:00,300,0
UVE-PAT-01_T1_OB,09:00:00,17:00:00,600,0
UVE-PAT-01_T1_OB,17:00:00,20:00:00,300,0
UVE-PAT-01_T1_OB,20:00:00,22:00:00,900,0
UVE-PAS-01_T1_OB,06:00:00,09:00:00,300,0
UVE-PAS-01_T1_OB,09:00:00,17:00:00,600,0
UVE-PAS-01_T1_OB,17:00:00,20:00:00,300,0
UVE-PAS-01_T1_OB,20:00:00,22:00:00,900,0
UVE-PAS-02_T1_OB,06:00:00,09:00:00,300,0
UVE-PAS-02_T1_OB,09:00:00,17:00:00,600,0
UVE-PAS-02_T1_OB,17:00:00,20:00:00,300,0
UVE-PAS-02_T1_OB,20:00:00,22:00:00,900,0
UVE-PAS-03_T1_OB,06:00:00,09:00:00,300,0
UVE-PAS-03_T1_OB,09:00:00,17:00:00,600,0
UVE-PAS-03_T1_OB,17:00:00,20:00:00,300,0
UVE-PAS-03_T1_OB,20:00:00,22:00:00,900,0
UVE-PAS-04_T1_OB,06:00:00,09:00:00,300,0
UVE-PAS-04_T1_OB,09:00:00,17:00:00,600,0
UVE-PAS-04_T1_OB,17:00:00,20:00:00,300,0
UVE-PAS-04_T1_OB,20:00:00,22:00:00,900,0
UVE-PAS-05_T1_OB,06:00:00,09:00:00,300,0
UVE-PAS-05_T1_OB,09:00:00,17:00:00,600,0
UVE-PAS-05_T1_OB,17:00:00,20:00:00,300,0
UVE-PAS-05_T1_OB,20:00:00,22:00:00,900,0
UVE-PAS-06_T1_OB,06:00:00,09:00:00,300,0
UVE-PAS-06_T1_OB,09:00:00,17:00:00,600,0
UVE-PAS-06_T1_OB,17:00:00,20:00:00,300,0
UVE-PAS-06_T1_OB,20:00:00,22:00:00,900,0
UVE-MAK-01_T1_OB,06:00:00,09:00:00,300,0
UVE-MAK-01_T1_OB,09:00:00,17:00:00,600,0
UVE-MAK-01_T1_OB,17:00:00,20:00:00,300,0
UVE-MAK-01_T1_OB,20:00:00,22:00:00,900,0
UVE-MAK-02_T1_OB,06:00:00,09:00:00,300,0
UVE-MAK-02_T1_OB,09:00:00,17:00:00,600,0
UVE-MAK-02_T1_OB,17:00:00,20:00:00,300,0
UVE-MAK-02_T1_OB,20:00:00,22:00:00,900,0
UVE-MAK-03_T1_OB,06:00:00,09:00:00,300,0
UVE-MAK-03_T1_OB,09:00:00,17:00:00,600,0
UVE-MAK-03_T1_OB,17:00:00,20:00:00,300,0
UVE-MAK-03_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-01_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-01_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-01_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-01_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-02_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-02_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-02_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-02_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-03_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-03_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-03_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-03_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-04_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-04_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-04_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-04_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-05_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-05_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-05_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-05_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-06_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-06_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-06_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-06_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-07_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-07_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-07_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-07_T1_OB,20:00:00,22:00:00,900,0
UVE-TAG-08_T1_OB,06:00:00,09:00:00,300,0
UVE-TAG-08_T1_OB,09:00:00,17:00:00,600,0
UVE-TAG-08_T1_OB,17:00:00,20:00:00,300,0
UVE-TAG-08_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-01_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-01_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-01_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-01_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-02_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-02_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-02_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-02_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-03_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-03_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-03_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-03_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-04_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-04_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-04_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-04_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-05_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-05_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-05_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-05_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-06_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-06_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-06_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-06_T1_OB,20:00:00,22:00:00,900,0
UVE-LP-07_T1_OB,06:00:00,09:00:00,300,0
UVE-LP-07_T1_OB,09:00:00,17:00:00,600,0
UVE-LP-07_T1_OB,17:00:00,20:00:00,300,0
UVE-LP-07_T1_OB,20:00:00,22:00:00,900,0
UVE-ALB-01_T1_OB,06:00:00,09:00:00,300,0
UVE-ALB-01_T1_OB,09:00:00,17:00:00,600,0
UVE-ALB-01_T1_OB,17:00:00,20:00:00,300,0
UVE-ALB-01_T1_OB,20:00:00,22:00:00,900,0
UVE-ALB-02_T1_OB,06:00:00,09:00:00,300,0
UVE-ALB-02_T1_OB,09:00:00,17:00:00,600,0
UVE-ALB-02_T1_OB,17:00:00,20:00:00,300,0
UVE-ALB-02_T1_OB,20:00:00,22:00:00,900,0
UVE-ALB-03_T1_OB,06:00:00,09:00:00,300,0
UVE-ALB-03_T1_OB,09:00:00,17:00:00,600,0
UVE-ALB-03_T1_OB,17:00:00,20:00:00,300,0
UVE-ALB-03_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-01_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-01_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-01_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-01_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-02_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-02_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-02_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-02_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-03_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-03_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-03_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-03_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-04_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-04_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-04_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-04_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-05_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-05_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-05_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-05_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-06_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-06_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-06_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-06_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-07_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-07_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-07_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-07_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-08_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-08_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-08_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-08_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-09_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-09_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-09_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-09_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-10_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-10_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-10_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-10_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-11_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-11_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-11_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-11_T1_OB,20:00:00,22:00:00,900,0
UVE-CAV-12_T1_OB,06:00:00,09:00:00,300,0
UVE-CAV-12_T1_OB,09:00:00,17:00:00,600,0
UVE-CAV-12_T1_OB,17:00:00,20:00:00,300,0
UVE-CAV-12_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-01_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-01_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-01_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-01_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-02_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-02_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-02_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-02_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-03_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-03_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-03_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-03_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-04_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-04_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-04_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-04_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-05_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-05_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-05_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-05_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-06_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-06_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-06_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-06_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-07_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-07_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-07_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-07_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-08_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-08_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-08_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-08_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-09_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-09_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-09_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-09_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-10_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-10_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-10_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-10_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-11_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-11_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-11_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-11_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-12_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-12_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-12_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-12_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-13_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-13_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-13_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-13_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-14_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-14_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-14_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-14_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-15_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-15_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-15_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-15_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-16_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-16_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-16_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-16_T1_OB,20:00:00,22:00:00,900,0
UVE-RIZ-17_T1_OB,06:00:00,09:00:00,300,0
UVE-RIZ-17_T1_OB,09:00:00,17:00:00,600,0
UVE-RIZ-17_T1_OB,17:00:00,20:00:00,300,0
UVE-RIZ-17_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-01_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-01_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-01_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-01_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-02_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-02_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-02_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-02_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-03_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-03_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-03_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-03_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-04_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-04_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-04_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-04_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-05_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-05_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-05_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-05_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-06_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-06_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-06_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-06_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-07_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-07_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-07_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-07_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-08_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-08_T1_OB,09:00:00,17:00:00,600,0
UVE-BUL-08_T1_OB,17:00:00,20:00:00,300,0
UVE-BUL-08_T1_OB,20:00:00,22:00:00,900,0
UVE-BUL-09_T1_OB,06:00:00,09:00:00,300,0
UVE-BUL-09_T1_OB,09:00:00,17:00:00,600,0
