stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station
BGC-AYALA-TRUMIL,BGC-12,Ayala Triangle / The Fort Strip (BGC Bus),BGC Bus at Ayala Triangle Gardens BGC Makati border,14.5566,121.0480,ZONE_2,0,
BGC-TAGUIG-HALL,BGC-13,Taguig City Hall (BGC Bus),BGC Bus stop at Taguig City Hall Kalawaan St,14.5261,121.0804,ZONE_2,0,
BGC-LAWTON-BGC,BGC-14,Lawton Ave / BGC Gateway (BGC Bus),BGC Bus at Lawton Ave near BGC gateway Taguig,14.5305,121.0513,ZONE_2,0,
BGC-GRAND-HYATT,BGC-15,Grand Hyatt Manila (BGC Bus),BGC Bus at Grand Hyatt Hotel 8th Ave BGC,14.5530,121.0502,ZONE_2,0,
BGC-ESSENSA,BGC-16,Essensa / 5th Ave (BGC Bus),BGC Bus at Essensa condo 5th Ave BGC,14.5520,121.0540,ZONE_2,0,
BGC-BRENTWOOD,BGC-17,Brentwood Court / 11th Ave (BGC Bus),BGC Bus at 11th Ave BGC corporate buildings,14.5570,121.0497,ZONE_2,0,
BGC-SM-AURA,BGC-18,SM Aura Premier (BGC Bus),BGC Bus stop at SM Aura McKinley Pkwy BGC,14.5359,121.0495,ZONE_2,0,
BGC-BONIFACIO-STOPOVER,BGC-19,Bonifacio Stopover (BGC Bus),BGC Bus at Bonifacio Stopover mall Lawton Ave,14.5306,121.0516,ZONE_2,0,
BGC-FAIRWAYS-TOWER,BGC-20,Fairways Tower / 7th Ave N (BGC Bus),BGC Bus at Fairways Tower north end BGC,14.5559,121.0532,ZONE_2,0,
BGC-UPTOWN-MALL,BGC-21,Uptown Mall / Uptown Parade (BGC Bus),BGC Bus at Uptown Mall BGC,14.5576,121.0506,ZONE_2,0,
BGC-ONE-SERENDRA,BGC-22,One Serendra (BGC Bus),BGC Bus at One Serendra residential BGC,14.5491,121.0555,ZONE_2,0,
BGC-TWO-E-COM,BGC-23,Two E-Com Center / MOA (BGC Bus),BGC Bus terminal at MOA / Two E-Com Pasay,14.5347,120.9834,ZONE_1,0,
BGC-ALABANG-TERMINAL,BGC-24,Alabang Town Center (BGC Bus),BGC Bus southern terminus at Alabang Town Center Muntinlupa,14.4225,121.0272,ZONE_3,0,
BGC-AYALA-MRT,BGC-25,Ayala MRT Terminal (BGC Bus),BGC Bus connecting to MRT-3 Ayala Makati,14.5491,121.0478,ZONE_2,0,
BGC-ORTIGAS-PARK,BGC-26,Ortigas Park (BGC Bus),BGC Bus at Ortigas Park / EDSA intersection stop,14.5876,121.0567,ZONE_2,0,
CORR-EDSA-COMMON,C-EC,EDSA / Commonwealth Intersection,Major stop: EDSA at Commonwealth Ave QC flyover,14.6522,121.0328,ZONE_2,0,
CORR-EDSA-MUÑOZ,C-EM,Muñoz (EDSA),EDSA at Muñoz / Del Monte Ave Quezon City,14.6397,121.0300,ZONE_2,0,
CORR-QAVE-TIMOG,C-QT,Quezon Ave / Timog,Quezon Ave at Timog Ave QC; EDSA Rotonda area,14.6380,121.0396,ZONE_2,0,
CORR-AURORA-ORANBO,C-AO,Aurora Blvd / Oranbo,Aurora Blvd at Oranbo Dr Pasig; bus stop,14.5819,121.0851,ZONE_2,0,
CORR-AURORA-JULIA-VARGAS,C-AJV,Aurora Blvd / Julia Vargas,Aurora Blvd at Julia Vargas Ave Ortigas; bus stop,14.5869,121.0800,ZONE_2,0,
CORR-MARCOS-HWY-MASINAG,C-MM,Marcos Highway / Masinag Junction,Marcos Hwy at Masinag intersection; eastern transfer,14.6289,121.1148,ZONE_4,0,
CORR-MARCOS-HWY-SANTOLAN,C-MS,Marcos Highway / LRT-2 Santolan,Marcos Hwy near LRT-2 Santolan; bus/jeepney stop,14.6458,121.0934,ZONE_2,0,
CORR-ESPAÑA-LACSON,C-EL,España Blvd / Lacson Ave,España Blvd at Lacson Ave Sampaloc; University Belt,14.6053,120.9956,ZONE_1,0,
CORR-ESPAÑA-UST,C-EU,España Blvd / UST Gate,España Blvd fronting UST campus Manila,14.6066,121.0001,ZONE_1,0,
CORR-SHAW-WACK-WACK,C-SW,Shaw Blvd / Wack Wack,Shaw Blvd at Wack Wack Rd Mandaluyong; bus stop,14.5818,121.0580,ZONE_2,0,
CORR-SHAW-CROSSING,C-SC,Shaw Blvd / Crossing (Pioneer),Shaw Blvd at Pioneer St Mandaluyong; Crossing,14.5810,121.0487,ZONE_2,0,
CORR-C5-BAGUMBAYAN,C-CB,C5 / Bagumbayan,C5 Road at Bagumbayan Taguig; bus stop,14.5422,121.0740,ZONE_2,0,
CORR-C5-KALAYAAN,C-CK,C5 / Kalayaan,C5 at Kalayaan Ave Makati; bus stop,14.5581,121.0635,ZONE_2,0,
CORR-TAFT-VITO-CRUZ,C-TVC,Taft Ave / Vito Cruz,Taft Ave at Pablo Ocampo (Vito Cruz) Manila,14.5618,120.9940,ZONE_1,0,
CORR-TAFT-PEDRO-GIL,C-TPG,Taft Ave / Pedro Gil,Taft Ave at Pedro Gil St Ermita Manila,14.5803,120.9879,ZONE_1,0,
CORR-ROXAS-MANILA-HOTEL,C-RMH,Roxas Blvd / Manila Hotel,Roxas Blvd opposite Manila Hotel; bus stop,14.5862,120.9764,ZONE_1,0,
CORR-ROXAS-BAYWALK,C-RB,Roxas Blvd / Baywalk (Manila),Roxas Blvd at Baywalk Manila; scenic route bus stop,14.5700,120.9819,ZONE_1,0,
CORR-ORTIGAS-WILSON,C-OW,Ortigas Ave / Wilson,Ortigas Ave at Wilson St San Juan; bus stop,14.5988,121.0319,ZONE_2,0,
CORR-ORTIGAS-MERALCO,C-OM,Ortigas Ave / Meralco Ave,Ortigas Ave at Meralco Ave Pasig CBD,14.5773,121.0747,ZONE_2,0,
CORR-RIZAL-AVE-CALOOCAN,C-RAC,Rizal Ave / Caloocan,Rizal Ave Extension Caloocan; jeepney/bus stop,14.6400,120.9850,ZONE_2,0,
CORR-COMMONWEALTH-BATASAN,C-COMBA,Commonwealth Ave / Batasan Rd,Commonwealth Ave at Batasan Rd QC; major stop,14.6893,121.0645,ZONE_2,0,
CORR-MACAPAGAL-ASEANA,C-MA,Macapagal Blvd / Aseana,Macapagal Blvd at Aseana City Parañaque; bus stop,14.5211,120.9934,ZONE_3,0,
CORR-BUENDIA-KALAYAAN,C-BK,Buendia / Kalayaan (Makati-Pasig),Sen Gil Puyat Ave extension at Kalayaan Ave Makati,14.5649,121.0404,ZONE_2,0,
CORR-SUCAT-ALABANG,C-SA,Sucat / Alabang,Sucat Rd connector to Alabang southern NCR; bus stop,14.4567,121.0253,ZONE_3,0,
CORR-VALENZUELA-MALINTA,C-VM,Valenzuela / Malinta,Valenzuela City Malinta area; bus stop,14.7023,120.9622,ZONE_3,0,
CORR-NAVOTAS-MALABON,C-NM,Navotas / Malabon Boundary,Navotas-Malabon main road junction; bus/jeepney stop,14.6647,120.9620,ZONE_3,0,
CORR-MARIKINA-LILAC-ST,C-ML,Marikina City Center,Marikina City Hall area bus stop near Lilac St,14.6530,121.1024,ZONE_2,0,
CORR-PASIG-CARUNCHO,C-PC,Pasig City / Caruncho Ave,Pasig City Hall area bus stop at Caruncho Ave,14.5766,121.0836,ZONE_2,0,
CORR-MANDALUYONG-LIBERTAD,C-MLIB,Mandaluyong / Libertad,Mandaluyong City Hall area; Libertad bus stop,14.5788,121.0357,ZONE_2,0,
UNIV-UP-SUNKEN,UNI-01,UP Diliman — Sunken Garden,UP Diliman; Ikot jeepney & campus loop stop; central campus,14.6547,121.0659,ZONE_2,0,
UNIV-UP-PHILCOA,UNI-02,UP / Philcoa Junction,UP Diliman main gate; Commonwealth Ave; Philcoa terminal,14.6547,121.0558,ZONE_2,0,
UNIV-DLSU-MANILA,UNI-03,De La Salle University Manila,DLSU Manila main gate stop; Taft Ave Malate,14.5650,120.9936,ZONE_1,0,
UNIV-UST-MAIN,UNI-04,University of Santo Tomas Main Gate,UST Manila España Blvd gate; jeepney stop,14.6066,121.0001,ZONE_1,0,
UNIV-ATENEO-GATE-1,UNI-05,Ateneo de Manila — Gate 1,Ateneo Loyola Heights main gate; Katipunan Ave QC,14.6401,121.0766,ZONE_2,0,
UNIV-FEU-MANILA,UNI-06,Far Eastern University (FEU) Manila,FEU campus stop; Nicanor Reyes / Morayta Manila,14.6010,120.9930,ZONE_1,0,
UNIV-MAPUA-INTRAMUROS,UNI-07,MAPUA University Intramuros,MAPUA Intramuros Manila campus stop; Muralla St,14.5905,120.9735,ZONE_1,0,
P2P-ALABANG-AYALA,P2P-01,Alabang Town Center (P2P),P2P bus terminus: Alabang Town Center Muntinlupa; multiple routes,14.4225,121.0272,ZONE_3,0,
P2P-MOA-TERMINAL,P2P-02,MOA / PITX P2P Terminal,P2P bus terminal at SM Mall of Asia complex / PITX Pasay,14.5347,120.9834,ZONE_1,0,
P2P-ROBINSONS-NOVALICHES,P2P-03,Robinsons Novaliches (P2P),P2P terminus Robinsons Novaliches QC; northern NCR,14.7354,121.0497,ZONE_2,0,
P2P-BGC-MCKINLEY,P2P-04,BGC / McKinley Terminal (P2P),P2P terminal in Bonifacio Global City Taguig,14.5484,121.0546,ZONE_2,0,
P2P-NUVALI-TERMINAL,P2P-05,Nuvali Terminal (P2P),P2P southern Laguna terminus; outside NCR,14.2150,121.1420,ZONE_4,0,
P2P-AYALA-BUS-TERMINAL,P2P-06,Ayala Bus Terminal Makati (P2P),P2P and bus terminal below Glorietta / Ayala MRT Makati,14.5560,121.0240,ZONE_2,0,
P2P-EASTWOOD,P2P-07,Eastwood City (P2P),P2P and UV Express terminal Eastwood Libis QC,14.6063,121.0808,ZONE_2,0,
P2P-ROBINSONS-GALLERIA,P2P-08,Robinsons Galleria (P2P),P2P terminal Robinsons Galleria EDSA Ortigas,14.5876,121.0517,ZONE_2,0,
P2P-TRINOMA,P2P-09,TriNoma Mall (P2P/UV Express),P2P/UV Express terminus at TriNoma QC North Ave,14.6510,121.0320,ZONE_2,0,
P2P-HARBOR-SQUARE,P2P-10,Harbor Square Manila (P2P),P2P terminal Harbor Square Roxas Blvd Manila,14.5777,120.9773,ZONE_1,0,
CITY-MANILA-CENTRAL,CTY-01,Manila Central Post Office Area,Representative stop: Manila core near Intramuros / Jones Bridge,14.5943,120.9710,ZONE_1,0,
CITY-CALOOCAN-HALL,CTY-02,Caloocan City Hall,Representative stop: Caloocan City Hall 8th Ave Caloocan,14.6491,120.9671,ZONE_2,0,
CITY-MALABON-HALL,CTY-03,Malabon City Hall,Representative stop: Malabon City Hall Gov Pascual Ave,14.6624,120.9556,ZONE_3,0,
CITY-NAVOTAS-HALL,CTY-04,Navotas City Hall,Representative stop: Navotas City Hall MCCM Rd,14.6680,120.9438,ZONE_3,0,
CITY-VALENZUELA-HALL,CTY-05,Valenzuela City Hall,Representative stop: Valenzuela City Hall McArthur Hwy,14.6949,120.9611,ZONE_3,0,
CITY-QC-HALL,CTY-06,Quezon City Hall,Representative stop: QC City Hall Elliptical Rd Diliman,14.6498,121.0466,ZONE_2,0,
CITY-MANDALUYONG-HALL,CTY-07,Mandaluyong City Hall,Representative stop: Mandaluyong City Hall Maysilo Circle,14.5831,121.0399,ZONE_2,0,
CITY-SAN-JUAN-HALL,CTY-08,San Juan City Hall,Representative stop: San Juan City Hall N Domingo St,14.5985,121.0319,ZONE_2,0,
CITY-MARIKINA-HALL,CTY-09,Marikina City Hall,Representative stop: Marikina City Hall JP Rizal Ave,14.6530,121.1024,ZONE_2,0,
CITY-PASIG-HALL,CTY-10,Pasig City Hall,Representative stop: Pasig City Hall Caruncho Ave,14.5766,121.0836,ZONE_2,0,
CITY-MAKATI-HALL,CTY-11,Makati City Hall,Representative stop: Makati City Hall JP Rizal Makati,14.5537,121.0299,ZONE_2,0,
CITY-TAGUIG-HALL,CTY-12,Taguig City Hall,Representative stop: Taguig City Hall Kalawaan St,14.5261,121.0804,ZONE_2,0,
CITY-PASAY-HALL,CTY-13,Pasay City Hall,Representative stop: Pasay City Hall F B Harrison St,14.5378,121.0011,ZONE_1,0,
CITY-PARANAQUE-HALL,CTY-14,Parañaque City Hall,Representative stop: Parañaque City Hall Aguirre Ave,14.4928,121.0187,ZONE_3,0,
CITY-LAS-PINAS-HALL,CTY-15,Las Piñas City Hall,Representative stop: Las Piñas City Hall CV Starr Ave,14.4498,120.9800,ZONE_3,0,
CITY-MUNTINLUPA-HALL,CTY-16,Muntinlupa City Hall,Representative stop: Muntinlupa City Hall National Rd,14.4082,121.0415,ZONE_3,0,
CITY-PATEROS-HALL,CTY-17,Pateros Municipal Hall,Representative stop: Pateros Municipal Hall M Almeda St,14.5441,121.0793,ZONE_2,0,
CITY-INTRAMUROS,CTY-18,Intramuros (Manila Walled City),Representative stop: Intramuros Manila; tourist and route endpoint,14.5895,120.9752,ZONE_1,0,
CITY-MACAPAGAL-BLVD,CTY-19,Macapagal Blvd / PITX Approach,Southern coastal Manila Bay route stop; Macapagal Blvd,14.5241,120.9950,ZONE_3,0,
CITY-ANTIPOLO-JUNCTION,CTY-20,Antipolo Junction (NCR border),Eastern NCR fringe; Sumulong Hwy near Antipolo; UV Express origin,14.6289,121.1148,ZONE_4,0,
CITY-BACOOR-JUNCTION,CTY-21,Bacoor Junction (NCR border),Southern NCR fringe; Bacoor Cavite approach via PITX corridor,14.4551,120.9637,ZONE_4,0,
