route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
cubao-parang-marikina-mpuj,WD_FULL,cubao-parang-marikina-mpuj_T1_OB,Cubao — Parang / SSS Village / Calumpang (Modern PUJ),0,,1
cubao-montalban-mpuj,WD_FULL,cubao-montalban-mpuj_T1_OB,Cubao — San Rafael / Kasiglahan Village (Montalban/Rodriguez),0,,1
cubao-muzon-sjdm-mpuj,WD_FULL,cubao-muzon-sjdm-mpuj_T1_OB,"Cubao — Muzon (San Jose Del Monte, Bulacan)",0,,1
cubao-deparo-mpuj,WD_FULL,cubao-deparo-mpuj_T1_OB,Cubao — Deparo (Modern PUJ),0,,1
cubao-cogeo-mpuj,WD_FULL,cubao-cogeo-mpuj_T1_OB,"Cubao — Cogeo / Padilla (Antipolo, Modern PUJ)",0,,1
cubao-antipolo-cathedral-mpuj,WD_FULL,cubao-antipolo-cathedral-mpuj_T1_OB,Cubao — Antipolo Cathedral (Modern PUJ),0,,1
cubao-angono-traditional,WD_FULL,cubao-angono-traditional_T1_OB,Cubao — Angono (Traditional Jeepney),0,,2
cubao-cainta-traditional,WD_FULL,cubao-cainta-traditional_T1_OB,Cubao — Cainta Junction (Traditional Jeepney),0,,2
cubao-silangan-san-mateo-traditional,WD_FULL,cubao-silangan-san-mateo-traditional_T1_OB,Cubao — Silangan / San Mateo (Traditional Jeepney),0,,2
cubao-taytay-traditional,WD_FULL,cubao-taytay-traditional_T1_OB,Cubao — Taytay (Traditional Jeepney),0,,2
DOTR:R_SAKAY_MPUJ_2176,WD_FULL,DOTR:R_SAKAY_MPUJ_2176_T1_OB,Makati Loop E-Jeepney (Love Bus) — One Ayala to Circuit Makati,0,,1
DOTR:R_SAKAY_2018_PUJ_541,WD_FULL,DOTR:R_SAKAY_2018_PUJ_541_T1_OB,Makati PUJ Loop (Route 541),0,,0
UP-IKOT,WD_FULL,UP-IKOT_T1_OB,UP Ikot (Counterclockwise Campus Loop),0,,0
UP-TOKI,WD_FULL,UP-TOKI_T1_OB,UP Toki (Clockwise Campus Loop),0,,0
UP-KATIPUNAN,WD_FULL,UP-KATIPUNAN_T1_OB,UP-Katipunan,0,,0
UP-PHILCOA,WD_FULL,UP-PHILCOA_T1_OB,UP-Philcoa,0,,0
UP-SM-NORTH,WD_FULL,UP-SM-NORTH_T1_OB,UP-SM North / UP-Pantranco,0,,0
BUS-11,WD_FULL,BUS-11_T1_OB,Balibago via Ayala,0,SHP_BUS_11,1
BUS-12,WD_FULL,BUS-12_T1_OB,Biñan,0,SHP_BUS_12,1
BUS-14,WD_FULL,BUS-14_T1_OB,PITX,0,SHP_BUS_14,1
BUS-15,WD_FULL,BUS-15_T1_OB,Alabang/Pacita/Balibago,0,SHP_BUS_15,1
BUS-16,WD_FULL,BUS-16_T1_OB,Marriott Terminal via Acropolis,0,SHP_BUS_16,1
BUS-19,WD_FULL,BUS-19_T1_OB,Santa Cruz via Marilao Exit,0,SHP_BUS_19,1
BUS-20,WD_FULL,BUS-20_T1_OB,Santa Cruz via Malinta Exit,0,SHP_BUS_20,1
BUS-21,WD_FULL,BUS-21_T1_OB,Santa Cruz via NLEX,0,SHP_BUS_21,1
BUS-22,WD_FULL,BUS-22_T1_OB,PITX via NLEX,0,SHP_BUS_22,1
BUS-25,WD_FULL,BUS-25_T1_OB,Plaza Lawton,0,SHP_BUS_25,1
BUS-26,WD_FULL,BUS-26_T1_OB,Cavite City,0,SHP_BUS_26,1
BUS-27,WD_FULL,BUS-27_T1_OB,Lawton via PITX,0,SHP_BUS_27,1
BUS-28,WD_FULL,BUS-28_T1_OB,Naic,0,SHP_BUS_28,1
BUS-29,WD_FULL,BUS-29_T1_OB,Silang,0,SHP_BUS_29,1
BUS-30,WD_FULL,BUS-30_T1_OB,PITX,0,SHP_BUS_30,1
BUS-31,WD_FULL,BUS-31_T1_OB,Trece Martires / One Ayala–Trece Martires,0,SHP_BUS_31,1
BUS-32,WD_FULL,BUS-32_T1_OB,General Mariano Alvarez,0,SHP_BUS_32,1
BUS-35,WD_FULL,BUS-35_T1_OB,NAIA via MacArthur,0,SHP_BUS_35,1
BUS-37,WD_FULL,BUS-37_T1_OB,Monumento via Malinta Exit,0,SHP_BUS_37,1
BUS-38,WD_FULL,BUS-38_T1_OB,Pacita via Baesa & Ayala,0,SHP_BUS_38,1
BUS-39,WD_FULL,BUS-39_T1_OB,Pacita via C5 & Commonwealth,0,SHP_BUS_39,1
BUS-42,WD_FULL,BUS-42_T1_OB,Ayala via MacArthur,0,SHP_BUS_42,1
BUS-43,WD_FULL,BUS-43_T1_OB,NAIA Loop,0,SHP_BUS_43,1
BUS-46,WD_FULL,BUS-46_T1_OB,Navotas via Ayala Avenue,0,SHP_BUS_46,1
BUS-48,WD_FULL,BUS-48_T1_OB,Plaza Lawton,0,SHP_BUS_48,1
BUS-49,WD_FULL,BUS-49_T1_OB,NAIA via Quezon Avenue,0,SHP_BUS_49,1
BUS-50,WD_FULL,BUS-50_T1_OB,Alabang via C5 & Mindanao,0,SHP_BUS_50,1
BUS-53,WD_FULL,BUS-53_T1_OB,Pacita via E. Rodriguez Sr.,0,SHP_BUS_53,1
BUS-54,WD_FULL,BUS-54_T1_OB,Pandacan (Beata),0,SHP_BUS_54,1
BUS-55,WD_FULL,BUS-55_T1_OB,Lancaster New City,0,SHP_BUS_55,1
BUS-57,WD_FULL,BUS-57_T1_OB,BGC via C6,0,SHP_BUS_57,1
BUS-58,WD_FULL,BUS-58_T1_OB,Naic via Governor's Drive,0,SHP_BUS_58,1
BUS-59,WD_FULL,BUS-59_T1_OB,Dasmariñas Robinson via GMA-Carmona,0,SHP_BUS_59,1
BUS-60,WD_FULL,BUS-60_T1_OB,Southwoods,0,SHP_BUS_60,1
BUS-61,WD_FULL,BUS-61_T1_OB,Southwoods,0,SHP_BUS_61,1
BUS-62,WD_FULL,BUS-62_T1_OB,Arca South,0,SHP_BUS_62,1
BUS-63,WD_FULL,BUS-63_T1_OB,BGC Loop,0,SHP_BUS_63,1
BUS-64,WD_FULL,BUS-64_T1_OB,North EDSA via A. Bonifacio,0,SHP_BUS_64,1
BUS-66,WD_FULL,BUS-66_T1_OB,Unknown — LTFRB stub,0,,1
BUS-67,WD_FULL,BUS-67_T1_OB,Unknown — LTFRB stub,0,,1
BUS-68,WD_FULL,BUS-68_T1_OB,Unknown — LTFRB stub,0,,1
P2P-UBE-006,WD_FULL,P2P-UBE-006_T1_OB,"The District Imus, Cavite",0,SHP_P2P_UBE_006,1
P2P-UBE-007,WD_FULL,P2P-UBE-007_T1_OB,"Robinsons Sta. Rosa, Laguna",0,SHP_P2P_UBE_007,1
P2P-MEX-003,WD_FULL,P2P-MEX-003_T1_OB,Starmall Alabang,0,SHP_P2P_MEX_003,1
P2P-MEX-004,WD_FULL,P2P-MEX-004_T1_OB,"Trasierra, Makati",0,SHP_P2P_MEX_004,1
UVE-CAL-03,WD_FULL,UVE-CAL-03_T1_OB,SM North/CIT,0,SHP_UVE_CAL_03,2
UVE-EGT-01,WD_FULL,UVE-EGT-01_T1_OB,SM North/CIT,0,SHP_UVE_EGT_01,2
UVE-QC-05,WD_FULL,UVE-QC-05_T1_OB,CIT,0,SHP_UVE_QC_05,2
UVE-LP-07,WD_FULL,UVE-LP-07_T1_OB,Muntinlupa via Susana Heights–SM Makati,0,SHP_UVE_LP_07,2
UVE-CAV-07,WD_FULL,UVE-CAV-07_T1_OB,Ayala Center,0,SHP_UVE_CAV_07,2
UVE-CAV-12,WD_FULL,UVE-CAV-12_T1_OB,"Calatagan, Batangas",0,SHP_UVE_CAV_12,2
UVE-RIZ-12,WD_FULL,UVE-RIZ-12_T1_OB,EDSA Central (Starmall),0,SHP_UVE_RIZ_12,2
UVE-RIZ-14,WD_FULL,UVE-RIZ-14_T1_OB,EDSA Shaw Blvd.,0,SHP_UVE_RIZ_14,2
UVE-RIZ-15,WD_FULL,UVE-RIZ-15_T1_OB,SM Megamall,0,SHP_UVE_RIZ_15,2
UVE-RIZ-16,WD_FULL,UVE-RIZ-16_T1_OB,EDSA Shaw Blvd.,0,SHP_UVE_RIZ_16,2
UVE-RIZ-17,WD_FULL,UVE-RIZ-17_T1_OB,Sta. Lucia Grand Mall (Cainta),0,SHP_UVE_RIZ_17,2
